miRNAs	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV1_23.3	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F			
hsa-miR-4662a-5p	1	1	0	1	2	1	0	2	3	1	0	1			
hsa-miR-3171-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3656-3p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-941-5-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-3160-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-370-3p	0	0	0	0	0	0	0	0	2	0	0	0			
hsa-miR-548ay-5p	2	5	1	0	4	5	2	2	3	1	3	2			
hsa-miR-4741-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6881-5p	0	0	0	0	1	0	1	0	0	0	0	0			
hsa-miR-4457-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6514-3p	1	0	0	0	2	0	2	1	3	1	3	1			
hsa-miR-450a-2-5p	462	461	62	236	298	72	98	657	1126	375	425	514			
hsa-miR-1185-1-3p	0	0	1	0	0	1	0	0	0	0	0	1			
hsa-miR-628-5p	1	2	0	1	10	6	4	1	6	2	3	2			
hsa-miR-21-5p	452083	941163	627874	487438	589670	668578	521038	436222	492353	560107	507890	639483			
hsa-miR-4440-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-365b-3p	49	76	43	76	190	68	163	63	84	48	122	104			
hsa-miR-1973-3p	0	2	0	1	0	0	0	0	1	1	1	1			
hsa-miR-3646-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4667-3p	0	1	0	1	0	0	0	0	1	0	0	0			
hsa-let-7f-2-3p	119	100	31	55	91	70	78	149	210	110	177	177			
hsa-miR-6801-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1260b-5p	12	16	2	3	18	9	19	12	14	5	13	8			
hsa-miR-6747-3p	2	15	6	24	9	14	11	10	20	6	13	14			
hsa-miR-181d-5p	113	209	85	197	238	176	246	127	318	142	224	164			
hsa-miR-129-2-5p	2	5	1	6	8	2	6	4	9	4	10	6			
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1283-1-5p	8	8	0	5	4	0	0	2	3	2	0	4			
hsa-miR-585-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4492-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4316-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-582-3p	20	67	16	36	15	38	25	62	29	39	61	40			
hsa-miR-5692a-1-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-3146-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-548ao-3p	0	0	0	1	0	0	0	0	0	0	0	1			
hsa-miR-5047-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1193-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4650-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6856-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-653-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4683-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-6827-3p	1	0	0	0	1	0	1	0	0	0	0	1			
hsa-miR-6759-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1307-3p	406	1047	289	644	576	641	542	465	996	308	607	295			
hsa-miR-4769-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4436b-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3156-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5008-3p	0	0	0	0	0	1	1	1	0	0	1	0			
hsa-miR-5189-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3670-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1914-5p	0	5	0	0	2	1	2	0	0	0	0	0			
hsa-miR-376a-2-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-548e-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3135a-5p	0	0	0	0	0	1	1	0	1	2	0	0			
hsa-miR-4301-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-3168-5p	0	0	1	3	0	0	0	0	0	0	0	0			
hsa-miR-6736-5p	0	1	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4428-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7108-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4767-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4426-5p	1	2	0	2	0	1	1	1	7	0	2	0			
hsa-miR-365a-3p	49	76	43	76	191	68	163	63	84	48	122	104			
hsa-miR-7845-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3691-5p	0	1	2	1	1	0	0	0	0	1	0	0			
hsa-miR-1226-3p	4	9	8	11	7	10	15	7	16	4	9	6			
hsa-miR-490-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3678-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-6165-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3670-3-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548at-3p	1	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-1273c-3p	0	6	0	1	1	2	1	1	6	1	3	3			
hsa-miR-6080-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-708-3p	0	4	0	2	2	0	5	0	2	0	2	0			
hsa-miR-1182-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4472-2-5p	0	1	0	1	0	0	0	0	1	0	1	0			
hsa-miR-5092-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4520-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-138-1-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-6892-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3688-1-3p	1	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-6124-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3192-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3685-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4523-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3936-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-519e-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-10b-3p	10	7	0	6	24	3	2	2	12	2	2	2			
hsa-miR-3179-1-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6870-3p	0	0	2	1	1	0	1	0	0	2	1	0			
hsa-miR-520a-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-18a-3p	17	14	7	7	36	7	19	4	15	7	10	7			
hsa-miR-3909-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548e-3p	2	15	4	10	14	8	2	6	13	4	12	12			
hsa-miR-6823-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3682-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-5692c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1302-6-3p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4784-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6502-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-27a-5p	134	286	96	229	140	145	149	87	145	61	71	51			
hsa-miR-6886-5p	0	0	0	0	0	0	2	0	1	0	0	0			
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3914-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5680-3p	0	1	0	0	2	0	1	0	2	0	2	0			
hsa-miR-320c-1-3p	43	94	36	74	125	52	107	47	67	29	46	47			
hsa-miR-4653-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-152-3p	57	127	44	142	356	64	126	96	147	67	28	94			
hsa-miR-937-3p	1	11	6	17	9	15	7	6	17	5	7	4			
hsa-miR-6126-5p	0	0	0	1	0	1	1	0	0	0	0	0			
hsa-miR-548az-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-574-5p	25	192	97	168	52	214	207	66	34	63	60	84			
hsa-miR-190a-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-760-3p	8	12	2	18	8	5	16	14	10	6	11	12			
hsa-miR-378c-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-494-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-6132-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1285-1-3p	5	14	3	6	6	10	15	9	4	8	9	5			
hsa-miR-6782-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-611-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-148a-3p	16088	28603	7244	21705	29938	10679	6113	30513	56907	14208	6633	23586			
hsa-miR-3936-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6751-3p	0	0	0	1	0	1	1	0	0	0	0	0			
hsa-miR-141-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5687-5p	0	0	1	0	0	0	0	1	0	0	0	0			
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-639-3p	0	2	0	1	0	0	0	1	0	1	0	0			
hsa-miR-99b-5p	2599	6189	3283	6038	8418	3078	6572	4040	4641	2248	2022	5541			
hsa-miR-935-3p	6	22	6	13	12	6	3	10	11	2	3	7			
hsa-miR-548j-5p	0	1	0	0	0	1	1	0	3	0	1	0			
hsa-miR-22-5p	41	99	11	23	70	78	59	60	96	41	92	66			
hsa-miR-6772-3p	0	1	0	1	0	2	0	0	0	2	0	0			
hsa-miR-518b-3p	0	0	0	0	0	0	0	0	2	0	0	1			
hsa-miR-6826-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7107-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6780b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4737-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4762-3p	0	3	0	0	0	0	0	0	0	0	0	0			
hsa-miR-153-1-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-4659b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4680-3p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-92a-1-5p	21	16	4	11	16	12	19	3	14	3	5	0			
hsa-miR-6785-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-548ab-5p	0	3	0	1	1	2	1	0	1	0	1	0			
hsa-miR-5584-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3065-5p	15	33	7	13	15	9	28	11	10	14	11	12			
hsa-miR-548u-3p	7	12	3	4	6	4	1	3	7	7	4	6			
hsa-miR-6851-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-200c-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1286-3p	1	0	0	4	3	0	0	1	0	0	0	0			
hsa-miR-296-5p	0	0	0	1	0	0	0	0	1	1	0	0			
hsa-miR-19a-3p	595	168	44	84	563	126	199	200	553	301	363	385			
hsa-miR-4709-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-548au-5p	0	1	0	1	0	0	0	1	0	0	0	0			
hsa-miR-6849-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3064-3p	0	0	0	0	1	0	0	0	0	0	0	1			
hsa-miR-647-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3156-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548aj-1-3p	1	2	0	1	2	0	3	3	1	0	1	1			
hsa-miR-888-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5004-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1301-3p	25	37	13	23	63	17	49	22	21	12	9	19			
hsa-miR-6511a-2-3p	2	5	0	1	1	0	1	1	4	0	0	1			
hsa-miR-4273-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-361-5p	69	184	33	81	252	89	242	74	91	66	68	73			
hsa-miR-183-5p	1107	4594	3492	4887	4146	4253	6436	2882	2719	1483	2470	3637			
hsa-miR-1226-5p	1	0	0	0	2	2	0	0	1	1	0	0			
hsa-miR-4511-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-128-2-3p	1493	5767	908	3080	1540	2061	1776	3536	5314	2880	3497	2441			
hsa-miR-124-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7-1-3p	0	11	0	2	5	4	11	3	3	3	5	7			
hsa-miR-4733-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1910-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6812-3p	1	3	0	2	1	3	1	1	2	1	1	0			
hsa-miR-3613-3p	0	2	0	0	0	1	0	0	0	0	1	0			
hsa-miR-6733-3p	0	1	1	0	0	1	0	0	1	0	2	0			
hsa-miR-4536-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8056-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1912-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-676-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-223-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-454-5p	12	31	4	13	14	7	15	7	22	8	13	7			
hsa-miR-1914-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181a-1-5p	812	2275	941	1644	2338	1934	2102	1370	2462	1348	1491	2036			
hsa-miR-30c-1-3p	3	9	2	7	12	6	14	5	3	2	4	2			
hsa-miR-6853-3p	1	1	1	0	1	1	0	1	0	0	0	0			
hsa-miR-645-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-3685-5p	0	0	0	0	0	0	0	1	2	0	0	1			
hsa-miR-4672-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181d-3p	0	0	0	0	1	0	0	0	1	0	0	0			
hsa-miR-4444-1-3p	1	0	0	2	1	0	0	0	0	1	0	0			
hsa-miR-628-3p	1	4	1	0	4	2	1	0	0	1	0	1			
hsa-miR-548i-2-5p	1	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-301a-5p	14	33	4	15	18	13	24	12	35	8	28	23			
hsa-miR-6804-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4666b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1233-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4427-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-2110-3p	4	14	3	2	4	8	10	3	6	4	5	2			
hsa-miR-521-1-3p	0	0	0	0	1	0	0	0	0	0	0	1			
hsa-miR-1972-1-5p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-3928-3p	2	9	2	3	8	4	1	1	4	2	1	2			
hsa-miR-409-3p	0	1	1	4	2	0	1	4	4	1	5	2			
hsa-miR-137-3p	1	5	0	2	3	1	3	7	4	3	1	4			
hsa-miR-935-5p	0	0	0	0	0	1	0	0	0	0	1	0			
hsa-miR-222-5p	19	27	19	41	11	42	63	27	24	9	40	29			
hsa-miR-548at-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-19b-1-5p	2	1	0	1	2	0	0	0	1	1	0	0			
hsa-miR-6856-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-620-5p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-6810-3p	0	0	0	1	1	0	0	0	0	1	0	0			
hsa-miR-1204-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-6806-3p	0	0	0	1	3	2	0	3	1	3	3	0			
hsa-miR-4664-3p	26	36	14	18	9	15	8	8	58	11	27	11			
hsa-miR-1264-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6515-5p	0	1	1	2	3	0	0	1	4	1	0	0			
hsa-miR-6790-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-let-7e-5p	675	3133	1134	2344	4613	1524	3389	1131	1558	956	917	1314			
hsa-miR-4638-3p	0	2	0	0	0	0	0	0	0	0	0	2			
hsa-miR-380-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-34b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-532-5p	1122	2049	718	1387	1200	1157	1039	2153	3040	1061	1680	1714			
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-574-3p	25	85	34	62	51	110	118	47	21	20	46	65			
hsa-miR-520b-5p	0	2	0	0	0	0	0	0	0	0	0	1			
hsa-miR-6858-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1272-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5694-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3164-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-500a-5p	8	13	7	7	12	12	7	3	8	7	6	5			
hsa-miR-4782-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-375-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-186-3p	0	0	2	0	0	0	0	0	1	0	1	1			
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-383-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4727-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6863-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3687-2-3p	3	5	8	11	10	13	6	13	32	4	2	4			
hsa-miR-1206-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3199-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-369-3p	0	0	1	2	0	0	0	0	1	0	2	1			
hsa-miR-6131-3p	36	16	51	72	24	84	47	4	10	12	8	15			
hsa-miR-3944-3p	0	3	0	0	2	3	0	0	2	0	0	1			
hsa-miR-6770-2-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-3200-5p	0	0	0	0	1	1	0	0	0	0	0	0			
hsa-miR-345-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-5702-3p	0	0	0	0	0	0	0	1	0	0	0	1			
hsa-miR-563-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7112-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-559-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1302-4-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548i-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-146a-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-516a-1-3p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-152-5p	2	2	0	2	2	1	2	3	6	0	0	3			
hsa-miR-3613-5p	66	167	25	47	104	65	109	86	128	79	90	68			
hsa-miR-4452-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3611-3p	1	8	2	1	6	1	2	12	3	8	4	6			
hsa-miR-6852-3p	0	0	0	0	0	0	0	0	3	0	0	0			
hsa-miR-211-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-10a-5p	17213	22987	10965	15415	13481	9964	8070	17083	34675	16076	12590	16212			
hsa-miR-6878-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548d-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3924-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-299-3p	0	0	0	0	0	0	0	0	1	1	0	0			
hsa-miR-331-3p	70	129	23	56	99	53	60	89	86	38	55	72			
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-378d-2-5p	59	176	38	100	175	79	97	151	113	58	119	117			
hsa-miR-4519-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-1248-3p	0	1	0	0	2	0	0	0	0	0	0	1			
hsa-miR-6507-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-378e-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-516a-2-5p	0	3	0	3	13	0	0	0	2	3	0	4			
hsa-miR-29a-5p	13	16	1	7	10	6	9	6	6	11	5	15			
hsa-miR-3689e-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4654-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-365a-5p	7	4	2	4	5	3	15	6	7	2	5	7			
hsa-miR-3142-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-941-4-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-1913-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3913-2-5p	3	6	3	7	4	0	3	1	11	6	2	0			
hsa-miR-6500-3p	2	2	1	0	1	0	0	0	2	0	2	0			
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-133a-2-3p	0	0	0	0	2	1	0	1	1	1	0	0			
hsa-miR-6876-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-5695-3p	0	2	0	0	0	3	0	0	1	0	0	1			
hsa-miR-1302-10-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4300-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4419a-3p	0	4	1	2	0	1	3	0	1	0	0	1			
hsa-miR-6883-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-186-5p	367	747	251	464	488	498	561	627	1175	500	907	451			
hsa-miR-4724-5p	0	0	1	1	0	0	0	0	0	0	1	0			
hsa-miR-1908-3p	0	1	0	0	0	0	1	0	1	0	1	0			
hsa-miR-217-5p	2	4	1	2	8	1	2	1	4	0	1	1			
hsa-miR-6817-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-1263-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-621-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-3937-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3934-5p	5	8	6	2	8	1	6	4	6	1	0	3			
hsa-miR-6511a-4-3p	2	5	0	1	1	0	1	1	4	0	0	1			
hsa-miR-19b-2-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-29b-1-5p	3	5	1	8	9	5	9	0	2	3	2	2			
hsa-miR-6715a-3p	0	0	0	0	0	0	0	0	1	0	1	0			
hsa-miR-3131-5p	0	1	0	0	0	0	0	0	0	1	1	0			
hsa-miR-331-5p	18	36	7	23	45	11	15	17	34	14	20	11			
hsa-miR-127-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4529-3p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-let-7g-3p	1	1	0	1	1	1	2	3	1	2	0	1			
hsa-miR-5587-5p	0	0	0	0	0	0	0	0	0	1	1	1			
hsa-miR-95-5p	0	2	0	0	1	1	1	2	0	0	0	0			
hsa-miR-4736-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3163-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-6879-3p	0	0	0	0	0	1	1	0	0	1	0	0			
hsa-miR-5004-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-24-2-3p	4327	14342	3460	5353	15320	12047	13753	7555	8010	4025	6178	7670			
hsa-miR-636-3p	0	3	1	0	0	1	0	0	1	0	1	1			
hsa-miR-1276-5p	2	1	0	0	0	0	2	0	0	0	1	0			
hsa-miR-548h-4-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5691-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3145-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4783-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-199a-1-5p	1	2	2	1	6	3	4	2	1	1	0	1			
hsa-miR-548g-5p	3	2	1	1	1	0	0	1	1	0	0	2			
hsa-miR-1268a-5p	8	1	2	5	7	2	3	6	10	0	22	2			
hsa-miR-6726-3p	0	0	0	2	0	1	2	0	0	0	1	1			
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-139-3p	1	2	1	0	9	1	1	0	2	3	0	1			
hsa-miR-514a-3-3p	0	1	0	0	0	0	0	0	1	1	0	0			
hsa-miR-3655-5p	0	0	0	0	0	1	0	0	1	0	0	0			
hsa-miR-7706-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3944-5p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-4447-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7977-5p	0	0	0	0	0	1	1	0	0	0	0	0			
hsa-miR-6746-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-522-3p	2	16	0	8	23	2	2	14	8	13	0	14			
hsa-miR-375-3p	381	3326	231	1833	748	527	542	1846	1854	1834	283	1341			
hsa-miR-548aq-3p	5	8	2	0	4	2	2	4	11	4	6	5			
hsa-miR-3916-5p	0	1	2	0	6	1	4	1	2	1	1	1			
hsa-miR-4497-5p	26	90	11	34	75	22	28	43	111	33	30	23			
hsa-miR-4752-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-598-3p	0	0	0	0	3	1	4	0	0	0	0	0			
hsa-let-7c-5p	146	623	169	353	911	269	692	301	450	284	254	327			
hsa-miR-4459-3p	0	3	0	0	3	0	2	4	4	0	2	2			
hsa-miR-25-5p	11	25	1	20	9	5	13	3	16	7	11	3			
hsa-miR-421-3p	57	122	26	76	100	75	95	58	99	44	78	67			
hsa-miR-5193-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4454-3p	0	0	0	1	0	0	1	0	0	0	0	0			
hsa-miR-1322-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-105-2-5p	0	0	0	0	2	0	0	0	1	0	0	0			
hsa-miR-548ba-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-376c-3p	0	0	0	0	0	0	0	0	0	0	3	0			
hsa-miR-548w-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4677-3p	13	19	6	14	27	11	18	14	21	13	16	23			
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4772-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-93-3p	10	21	14	7	21	9	30	4	11	3	9	8			
hsa-miR-5585-3p	3	7	1	5	5	8	6	13	11	1	11	2			
